UNIQUE_WELLBORE_IDENTIFIER,WATER_DEPTH
BR 3RE  0020  RN,0.0
BR 3BAS 0101  BA,25.6
BR 7C   0111  BA,0.0
BR 9RO  0185B SE,0.0
BR 6ESS 0085  ES,69.0
BR 7-FZB-665-CE,0.0
BR 7-MAG-91-RN,0.0
BR 7-FBM-241D-BA,0.0
BR 7-CP-1752-SE,0.0
BR 7DJ  0683  BA,0.0
BR 7RO  0027  SE,0.0
BR 7-ET-1066D-RN,0.0
BR 7FP  0141  RN,0.0
BR 3NFC 0003  BA,0.0
BR 7-GVR-6D-MA,0.0
BR 7EN  0031D RJS,116.0
BR 1-WW-7-BA,0.0
BR 7-SER-20D-RNS,2.1
BR 7ARG 0466  RN,0.0
BR 7-AG-412P-BA,0.0
BR 7DJ  0145  BA,1.0
BR 9-MLS-165DP-RJS,1332.0
BR 7RO  0265  SE,0.0
BR 7CAM 0245  RN,0.0
BR 7ET  0687  RN,0.0
BR 7-SZ-518-SE,0.0
BR 7L   0019  BA,0.0
BR 3RJS 0343A RJ,250.0
BR 3-BRSA-154-SES,38.0
BR 7SZ  0377D SE,0.0
BR 3CB  0008  RN,0.0
BR 7-CAM-1355-RN,0.0
BR 7DJ  0594  BA,2.2
BR 7ARG 0320  RN,0.0
BR 3BA  0006  BA,0.0
BR 7PM  0028D RJS,108.0
BR 8-CP-1670D-SE,0.0
BR 7ARG 0290  RN,0.0
BR 7AP  0208  RN,0.0
BR 9-RO-87-RJS,1781.2
BR 7AR  0142  BA,0.0
BR 7CAM 0450  RN,0.0
BR 7NFC 0022  BA,0.0
BR 7FZB 0302  CE,0.0
BR 7ARG 0208  RN,0.0
BR 7-ARG-692-RN,0.0
BR 9LUC 0031D AM,0.0
BR 7-CP-1960D-SE,0.0
BR 8-CL-81-SE,0.0
BR 7MO  0083D RN,0.0
BR 7AR  0227  BA,0.0
BR 7CAM 0340D RN,0.0
BR 7-FP-349-RN,0.0
BR 7ET  0142  RN,0.0
BR 3CM  0066  SES,7.0
BR 7FP  0064  RN,0.0
BR 9PEC 0010A SE,0.0
BR 3FZB 0333  CE,0.0
BR 7-FZB-698-CE,0.0
BR 8SZ  0361  SE,0.0
BR 7-ARG-641-RN,0.0
BR 7-RBU-107D-BA,0.0
BR 7-FP-320-RN,0.0
BR 2XUST0001  PA,0.0
BR 7BA  0313  BA,0.0
BR 9-ABL-3-RJS,1196.0
BR 9MG  0243  BA,0.0
BR 3CAC 0002  RN,0.0
BR 3-BRSA-776-RN,0.0
BR 1CD  0001  BA,0.0
BR 7-CAM-954-RN,0.0
BR 7SI  0046  BA,0.0
BR 7ARG 0081  RN,0.0
BR 7LV  0030  RN,0.0
BR 7AG  0179  BA,0.0
BR 7PL  0051  RN,0.0
BR 7-MG-508D-BA,0.0
BR 7-FU-142D-AL,0.0
BR 7ARG 0040  RN,0.0
BR 3ME  0006  BA,0.0
BR 7-MAG-33-RN,0.0
BR 7-ET-1419D-RN,0.0
BR 9CP  0465  SE,0.0
BR 9-BD-22-RJS,92.0
BR 3PML 0006  RN,0.0
BR 7-PJ-28-RN,0.0
BR 1ESS 0037  ES,64.0
BR 7RBU 0055  BA,0.0
BR 7-PV-10-RN,0.0
BR 7RP  0110  RN,0.0
BR 1-OGX-19A-RJS,172.0
BR 9PSA 0001  SE,0.0
BR 7DJ  0275  BA,1.9
BR 1MAS 0016  MA,70.0
BR 7TM  0014  RN,0.0
BR 7CAM 0531  RN,0.0
BR 9-TBMT-5D-RJS,106.0
BR 7-AR-346D-BA,0.0
BR 7CS  0022  BA,0.0
BR 7-BR-53-RN,0.0
BR 1-PTRA-13-MG,0.0
BR 1LAR 0001A ES,0.0
BR 7-RPS-15D-ES,0.0
BR 7-ROL-1-RN,0.0
BR 7-MGP-93D-BA,0.0
BR 7CAM 0224  RN,0.0
BR 7CAM 0102  RN,0.0
BR 7FZB 0222  CE,0.0
BR 7-CP-1591D-SE,0.0
BR 7-PIR-264D-AL,0.0
BR 3SI  0004  BA,0.0
BR 3FSJ 0016  ES,0.0
BR 1RJS 0420A RJ,135.0
BR 7CS  0042  BA,0.0
BR 7-ARG-680-RN,0.0
BR 7-CRT-8HP-RJS,951.0
BR 1RJS 0100  RJ,146.0
BR 7-AB-114H-RJS,418.0
BR 7RBU 0032  BA,0.0
BR 7CN  0051  RN,0.0
BR 1AM  0008  AM,0.0
BR 7-RO-21H-RJS,1900.0
BR 7-CP-1801D-SE,0.0
BR 7BA  0139  BA,0.0
BR 1RJS 0327  RJ,23.0
BR 5CPB 0001A SE,0.0
BR 9SZ  0197  SE,0.0
BR 9-AB-122D-RJS,416.0
BR 7FBM 0181  BA,0.0
BR 7CP  0861  SE,0.0
BR 7DJ  0139  BA,1.0
BR 7DJ  0057R BA,0.0
BR 7LV  0014  RN,0.0
BR 7-BR-23HPA-RJS,771.0
BR 9FZB 0554  CE,0.0
BR 7-RO-659-SE,0.0
BR 7CAM 0258  RN,0.0
BR 7BA  0024  BA,0.0
BR 7CS  0131  BA,0.0
BR 7MG  0353  BA,0.0
BR 7-ARG-888D-RN,0.0
BR 7ARG 0348  RN,0.0
BR 9PKC 0015  SE,0.0
BR 7BRG 0009  SE,0.0
BR 7CAM 0590  RN,0.0
BR 7PM  0006D RJS,108.0
BR 8AT  0014D CES,42.0
BR 7-FZB-865-CE,0.0
BR 1MUC 0001  AM,0.0
BR 7-RO-123HP-RJS,1827.0
BR 7CP  0189  SE,0.0
BR 9-LL-6-RJS,2246.0
BR 7FSJ 0025  ES,0.0
BR 3RJS 0469  RJ,449.0
BR 3DJX 0002  BA,3.1
BR 3RJS 0207A RJ,100.0
BR 1VN  0001  SE,0.0
BR 7-SZ-603-SE,0.0
BR 7CAM 0516D RN,0.0
BR 7-RPS-4HA-ES,0.0
BR 7FP  0127  RN,0.0
BR 8FBM 0106  BA,0.0
BR 2SS  0001  MT,0.0
BR 7-ET-865-RN,0.0
BR 3SZ  0086  SE,0.0
BR 3-OGX-46D-MA,0.0
BR 7AB  0023D RJS,614.0
BR 9-ABL-47D-RJS,1116.0
BR 7ARG 0061  RN,0.0
BR 9-CL-45D-SE,0.0
BR 7AG  0185  BA,0.0
BR 7FA  0010  BA,0.0
BR 4MOR 0002  RN,0.0
BR 7CP  0908  SE,0.0
BR 7-CAM-1322-RN,0.0
BR 7-SZ-535D-SE,0.0
BR 7PJ  0022  RN,0.0
BR 3-BRSA-385-RJS,1145.0
BR 7CAM 0732  RN,0.0
BR 6-BRSA-963D-RJS,1828.0
BR 7-JND-14D-BA,0.0
BR 7-ET-1292D-RN,0.0
BR 1SPS 0013  SP,140.0
BR 1-BRSA-1150-CES,1313.0
BR 1-BRSA-1236-AM,0.0
BR 1CR  0001  AM,0.0
BR 4BAX 0001  BA,0.0
BR 7-FU-139D-AL,0.0
BR 1BAS 0002  BA,32.0
BR 3BZ  0005  BA,0.0
BR 7FZB 0032  CE,0.0
BR 4RJS 0039  RJ,118.0
BR 1FBP 0001  RN,0.0
BR 7-AG-420D-BA,0.0
BR 7FZB 0371  CE,0.0
BR 7JI  0008  BA,0.0
BR 7BA  0060  BA,0.0
BR 7LP  0023  ES,0.0
BR 7-CAM-1209-RN,0.0
BR 7AP  0092  RN,0.0
BR 7-RO-691D-SE,0.0
BR 7-FSR-33D-ES,0.0
BR 5MG  0122A BA,0.0
BR 7-MXL-18H-SPS,479.0
BR 1BAS 0066A BA,27.0
BR 2RSS 0001  RS,151.0
BR 3FMQ 0027  RN,0.0
BR 1RJS 0340D RJ,148.0
BR 7JA  0022  BA,0.0
BR 9PSG 0005  ES,0.0
BR 7RO  0105  SE,0.0
BR 3-BRSA-430D-AL,0.0
BR 7-RBU-97D-BA,0.0
BR 1-BRSA-559-RJS,2197.0
BR 7DJ  0008  BA,0.0
BR 7-AR-366DP-BA,0.0
BR 7CS  0020  BA,0.0
BR 7-GC-9-RN,0.0
BR 1TP  0001  SC,0.0
BR 7-CAM-1443D-RN,0.0
BR 7-FU-160D-AL,0.0
BR 9-FAL-55DP-ES,0.0
BR 3DJ  0089  BA,1.0
BR 7FCN 0029  ES,0.0
BR 7-RO-134D-RJS,1844.0
BR 7CAM 0386  RN,0.0
BR 1-PTX-25-RN,0.0
BR 1-PERN-4-ESS,1748.0
BR 2CAST0003  AM,0.0
BR 7CAM 0488  RN,0.0
BR 7AG  0017  BA,0.0
BR 7RO  0242  SE,0.0
BR 1CG  0001  BA,0.0
BR 9SN  0001  RN,0.0
BR 7FZB 0563D CE,0.0
BR 7CP  1259  SE,0.0
BR 1ESS 0069  ES,37.0
BR 4-BRSA-1047-RJS,2182.0
BR 1-BRSA-7-RN,0.0
BR 4RJS 0216  RJ,284.0
BR 8SA  0022  BA,0.0
BR 3RO  0015  SE,0.0
BR 1SES 0064  SE,36.0
BR 1SO  0001  RN,0.0
BR 7CA  0005D ESS,19.0
BR 7-CP-1686-SE,0.0
BR 3RJS 0288  RJ,116.0
BR 7ARG 0017  RN,0.0
BR 7DJ  0303  BA,1.7
BR 7DJ  0623  BA,
BR 7BA  0278  BA,0.0
BR 7RP  0134  RN,0.0
BR 8CAM 0696  RN,0.0
BR 3CH  0017D RJS,117.0
BR 9-MLS-74D-RJS,1316.0
BR 9CP  0460  SE,0.0
BR 7-ET-910-RN,0.0
BR 1RJS 0528D RJ,624.0
BR 8AR  0097  BA,0.0
BR 9CP  0589  SE,0.0
BR 7PG  0024D RJS,101.0
BR 7ET  0511  RN,0.0
BR 7-AG-378-BA,0.0
BR 9MG  0036V BA,0.0
BR 7DJ  0191  BA,1.0
BR 7AR  0233  BA,0.0
BR 1FPA 0001  ES,0.0
BR 3SES 0048  SE,11.0
BR 1ESS 0015  ES,77.4
BR 7-PV-4-RN,0.0
BR 1RJS 0044  RJ,118.0
BR 9CL  0036  SE,0.0
BR 7FZB 0312  CE,0.0
BR 1-MRK-1-SPS,101.0
BR 7ET  0041  RN,0.0
BR 7-ARG-610-RN,0.0
BR 7CAM 0112  RN,0.0
BR 7-CAM-1135D-RN,0.0
BR 9AR  0140  BA,0.0
BR 7-FP-326-RN,0.0
BR 7BLV 0004  BA,0.0
BR 7-FZB-864-CE,0.0
BR 7RO  0227  SE,0.0
BR 3-BRSA-800-RN,0.0
BR 1CES 0066A CE,43.0
BR 8LS  0040  ES,0.0
BR 1JM  0001  BA,0.0
BR 7FAV 0085  BA,0.0
BR 1RSI 0001  SE,0.0
BR 8CP  0742  SE,0.0
BR 7SZ  0216  SE,0.0
BR 3-BRSA-749A-SPS,145.0
BR 4-BRSA-632D-ES,0.0
BR 1MA  0003  RN,0.0
BR 9CP  0463  SE,0.0
BR 1-BRSA-669-BAS,2336.0
BR 7CAM 0741  RN,0.0
BR 7SZ  0313  SE,0.0
BR 7BO  0010D RJS,221.0
BR 1-BRSA-180-ESS,1779.0
BR 7MG  0343  BA,0.0
BR 7CP  0059  SE,0.0
BR 7-PC-34D-RN,0.0
BR 9-RO-99D-RJS,1808.0
BR 7SZ  0125  SE,0.0
BR 7RP  0031  RN,0.0
BR 1-BRSA-447-BA,0.0
BR 4TQX 0001  BA,0.0
BR 9CP  0843  SE,0.0
BR 3QE  0005  BA,0.0
BR 7DJ  0198  BA,1.0
BR 4CPX 0005  SE,0.0
BR 9FZ  0021  AM,0.0
BR 7AG  0281  BA,0.0
BR 7AP  0168  RN,0.0
BR 7-RUC-93DP-AM,0.0
BR 7RBU 0031  BA,0.0
BR 7SZ  0181  SE,0.0
BR 7ARG 0448  RN,0.0
BR 7CP  0135  SE,0.0
BR 7CAM 0657  RN,0.0
BR 1RNS 0004  RN,15.0
BR 7-SCR-128-RN,0.0
BR 7RP  0075  RN,0.0
BR 7CS  0028  BA,0.0
BR 9-MLL-41D-RJS,928.0
BR 7AG  0142  BA,0.0
BR 7FAV 0059  BA,0.0
BR 7ML  0031  BA,0.0
BR 9PEC 0022  SE,0.0
BR 7C   0038  BA,0.0
BR 4RPO 0002  ES,0.0
BR 7AR  0276  BA,0.0
BR 7-RO-465D-SE,0.0
BR 7-BRG-46-SE,0.0
BR 8-ABL-38H-RJS,1161.0
BR 9PKC 0007  SE,0.0
BR 9PEO 0011  SE,0.0
BR 7LP  0014  ES,0.0
BR 7CN  0066D RN,0.0
BR 1CDS 0001  BA,0.0
BR 7CAM 0042  RN,0.0
BR 7-CAM-780-RN,0.0
BR 7RUC 0027  AM,0.0
BR 1-GALP-6-RN,0.0
BR 7CAM 0624  RN,0.0
BR 7ARG 0251  RN,0.0
BR 1IM  0001  BA,0.0
BR 8-CP-1469-SE,0.0
BR 7CAM 0438  RN,0.0
BR 3ET  0104  RN,0.0
BR 7FSJ 0010  RN,0.0
BR 7CAM 0146  RN,0.0
BR 3FQ  0012  ES,0.0
BR 7FAV 0014  BA,0.0
BR 9-BRSA-1191-RJS,2013.0
BR 7AG  0145  BA,0.0
BR 7-ET-945-RN,0.0
BR 7-SPH-17-SPS,2129.0
BR 1RJS 0398  RJ,138.0
BR 8FBM 0211D BA,0.0
BR 1RF  0005  BA,0.0
BR 7BA  0235  BA,0.0
BR 7DJ  0345  BA,2.4
BR 7-ARG-524-RN,0.0
BR 1JAB 0001  AM,
BR 7CM  0071D SES,24.0
BR 4PL  0056  RN,0.0
BR 3RCB 0003  BA,0.0
BR 7-BR-80HP-RJS,1052.0
BR 7-ARG-735-RN,0.0
BR 1-VITA-7-ES,0.0
BR 1-BRSA-780-SPS,582.0
BR 7MG  0455  BA,0.0
BR 7-CP-1622D-SE,0.0
BR 9PHRF0015  RN,0.0
BR 7SZ  0291  SE,0.0
BR 9FAV 0111  BA,0.0
BR 7DJ  0019  BA,0.0
BR 7-SM-78H-ES,0.0
BR 9BM  0001  RN,0.0
BR 7-CP-1758A-SE,0.0
BR 7-ET-1501-RN,0.0
BR 7-PIR-250D-AL,0.0
BR 7LPB 0011  ES,0.0
BR 1-BRSA-702-BAS,295.0
BR 8-GLF-4HB-ESS,1338.7
BR 9-BRSA-109-RJS,1935.0
BR 7FZB 0592  CE,0.0
BR 4-OGX-91D-MA,0.0
BR 7-PC-15-RN,0.0
BR 7CAM 0528  RN,0.0
BR 7CP  0378  SE,0.0
BR 7BA  0078  BA,0.0
BR 3TQ  0052  BA,0.0
BR 7FBM 0116  BA,0.0
BR 1CSM 0001  SE,0.0
BR 1EI  0001  BA,0.0
BR 7DJ  0226  BA,5.0
BR 7-FAV-123D-BA,0.0
BR 7MG  0039  BA,0.0
BR 7CP  0743  SE,0.0
BR 1BN  0003  ES,0.0
BR 1SES 0106  SE,779.0
BR 7ARG 0319  RN,0.0
BR 7-LOR-44HP-RN,0.0
BR 4TQ  0116  BA,0.0
BR 7TM  0005  RN,0.0
BR 8-LL-57D-RJS,2142.0
BR 9CL  0003  SE,0.0
BR 7MA  0001D RJS,408.5
BR 9PEC 0062  SE,0.0
BR 7-FZB-809-CE,0.0
BR 3MLH 0003D RJS,254.0
BR 7-CAM-1032-RN,0.0
BR 7-CAM-1375D-RN,0.0
BR 7VM  0043D RJS,80.0
BR 1MS  0006  AM,0.0
BR 7GP  0030D RJS,120.0
BR 3I   0005  BA,0.0
BR 7MG  0361  BA,0.0
BR 9PAF 0003  MA,0.0
BR 4-BRSA-1079-RN,0.0
BR 7-SZ-605D-SE,0.0
BR 1-BRSA-213-RJS,2789.0
BR 7DJ  0392  BA,1.6
BR 7AG  0172  BA,0.0
BR 1PML 0001  RN,0.0
BR 7SZ  0259  SE,0.0
BR 7DJ  0505  BA,1.6
BR 1MC  0001  BA,0.0
BR 7ET  0270  RN,0.0
BR 7RO  0381  SE,0.0
BR 1JC  0001  BA,0.0
BR 9FZB 0332  CE,0.0
BR 7BA  0102  BA,0.0
BR 1MLL 0001  BA,0.0
BR 7CX  0057  BA,0.0
BR 8-MLS-67H-RJS,1168.0
BR 7CP  1026  SE,0.0
BR 7SI  0037  BA,0.0
BR 7-ET-967-RN,0.0
BR 2BCST0001  PA,0.0
BR 9PEC 0008  SE,0.0
BR 7DJ  0720  BA,1.5
BR 1NAR 0001  BA,0.0
BR 7CP  0652  SE,0.0
BR 7SA  0017  BA,0.0
BR 9PEC 0068  SE,0.0
BR 1FO  0001  MA,0.0
BR 1-BRSA-948-MG,0.0
BR 7-ET-1101D-RN,0.0
BR 7PL  0066  RN,0.0
BR 7CM  0090D SES,23.0
BR 7-CER-21D-BA,0.0
BR 7MG  0331  BA,0.0
BR 7DJ  0433  BA,2.8
BR 7CH  0003D RJS,142.0
BR 7-FAL-107-ES,0.0
BR 7-FP-276-RN,0.0
BR 7CAM 0066  RN,0.0
BR 7RCB 0030  BA,0.0
BR 7-RO-587-SE,0.0
BR 7CP  1290  SE,0.0
BR 9-AB-88D-RJS,783.0
BR 7A   0004  BA,0.0
BR 7-SZ-428D-SE,0.0
BR 1ESS 0024  ES,23.0
BR 3RJS 0293D RJ,409.0
BR 7FP  0143  RN,0.0
BR 1ANG 0002  SE,0.0
BR 7LI  0017D RJS,90.0
BR 7ET  0555  RN,0.0
BR 7CP  1167D SE,0.0
BR 3UB  0027  RNS,17.7
BR 7CP  0679  SE,0.0
BR 9MOP 0025  RN,0.0
BR 7GMR 0028  RN,0.0
BR 9AR  0002  CE,0.0
BR 1SES 0023  SE,13.8
BR 7ET  0328  RN,0.0
BR 7FP  0017  BA,0.0
BR 7-SZS-1-SE,0.0
BR 8-MA-24-RJS,692.0
BR 9FAV 0080  BA,0.0
BR 9-OGX-55HP-RJS,131.0
BR 7AP  0009  RN,0.0
BR 7DJ  0631  BA,2.1
BR 7-ET-1510-RN,0.0
BR 4-BRSA-994-RJS,523.0
BR 7CP  0787  SE,0.0
BR 1CES 0051  CE,32.0
BR 9-BR-48D-RJS,916.0
BR 7-BAL-56-RN,0.0
BR 4EP  0009  BA,0.0
BR 7-CAM-808D-RN,0.0
BR 7AG  0283  BA,0.0
BR 8DJ  0442  BA,3.2
BR 1NI  0005  BA,0.0
BR 4FSE 0007  BA,0.0
BR 7-ARG-659-RN,0.0
BR 7-CAM-836-RN,0.0
BR 1BAS 0068  BA,49.0
BR 7AP  0070  RN,0.0
BR 4RI  0033  BA,0.0
BR 7AP  0237  RN,0.0
BR 3-BRSA-128-BAS,34.0
BR 1STM 0001  BA,0.0
BR 7FSL 0025  ES,0.0
BR 6-BRSA-1288-ES,0.0
BR 7-RO-41D-RJS,1831.0
BR 1RJS 0435  RJ,732.0
BR 9MG  0329  BA,0.0
BR 1FF  0001  BA,1.0
BR 7-SCR-103-RN,0.0
BR 7ET  0724  RN,0.0
BR 7BR  0021  RN,0.0
BR 7CAM 0604  RN,0.0
BR 7FP  0173  RN,0.0
BR 7-MOR-9-RN,0.0
BR 7AG  0195  BA,0.0
BR 7-ET-1432-RN,0.0
BR 7CS  0200  BA,0.0
BR 7-FZB-636-CE,0.0
BR 7-FAL-51H-ES,0.0
BR 7-AR-305-BA,0.0
BR 3-BRSA-1098-SE,0.0
BR 7TQ  0014  BA,0.0
BR 1-BRSA-1154D-ESS,1824.0
BR 2CES 0087  CE,25.0
BR 7FZB 0530  CE,0.0
BR 7UB  0024D RNS,13.0
BR 7RE  0030  RN,0.0
BR 7-FSR-64-ES,0.0
BR 7C   0117  BA,0.0
BR 3LM  0002  BA,0.0
BR 3-BRSA-251-RN,0.0
BR 7AGB 0003  BA,0.0
BR 3FO  0002  BA,0.0
BR 7RO  0073D BA,0.0
BR 7-CAM-812-RN,0.0
BR 7AR  0207  BA,0.0
BR 3NAB 0002  SE,0.0
BR 7AP  0143D RN,0.0
BR 7SZ  0189  SE,0.0
BR 1LJ  0001  RN,0.0
BR 7DJ  0127  BA,0.0
BR 7BG  0008D RJS,117.0
BR 1-OGX-1-RJS,140.0
BR 7-FZB-898-CE,0.0
BR 3MG  0018  SE,0.0
BR 7ET  0642  RN,0.0
BR 7CB  0027  SES,29.0
BR 9FBMA0028  BA,0.0
BR 7-FZB-885-CE,0.0
BR 7-GVB-2D-MA,0.0
BR 7ET  0109  RN,0.0
BR 8-CP-1671D-SE,0.0
BR 9PSB 0011  MG,0.0
BR 8-RO-68HP-RJS,1525.0
BR 7DJ  0457  BA,2.2
BR 7ET  0212  RN,0.0
BR 7CP  1212  SE,0.0
BR 7FBM 0186  BA,0.0
BR 7C   0071  BA,0.0
BR 7RSM 0021  ES,0.0
BR 7LPN 0015  ES,0.0
BR 9CP  0777  SE,0.0
BR 7BVS 0039  RN,0.0
BR 9-RO-455D-SE,0.0
BR 3-BRSA-169-ESS,72.0
BR 7-CAM-1076-RN,0.0
BR 9CP  0503  SE,0.0
BR 4-OGX-49-MA,0.0
BR 7-ET-1381D-RN,0.0
BR 4RG  0002  BA,0.0
BR 7-DJ-830-BA,0.0
BR 7FMQ 0008  RN,0.0
BR 7-CAM-1147-RN,0.0
BR 7-ET-989-RN,0.0
BR 7-RO-536-SE,0.0
BR 7CAM 0052  RN,0.0
BR 7RO  0067  BA,0.0
BR 7-SCR-79-RN,0.0
BR 7DJ  0294  BA,2.3
BR 7DJ  0192  BA,1.0
BR 4RJS 0506  RJ,117.0
BR 7PL  0030  RN,0.0
BR 7CA  0001D ESS,19.0
BR 7-TQ-194D-BA,0.0
BR 3FCN 0003  RN,0.0
BR 9-RO-99DA-RJS,1808.0
BR 7AG  0363D BA,0.0
BR 1BSS 0072  BS,169.0
BR 7BA  0061  BA,0.0
BR 7ET  0498  RN,0.0
BR 1SPS 0021  SP,136.9
BR 7BA  0303  BA,0.0
BR 7FBM 0040  BA,0.0
BR 7ARG 0215  RN,0.0
BR 1REC 0001  RN,0.0
BR 7-CM-97HP-SES,14.0
BR 7FBM 0071  BA,0.0
BR 7-RBU-123D-BA,0.0
BR 3FSR 0006  ES,0.0
BR 9PEC 0096  SE,0.0
BR 4JI  0001  SE,0.0
BR 7NA  0035D RJS,170.0
BR 7-RPJ-73D-BA,0.0
BR 7SP  0025  BA,0.0
BR 1RJS 0249  RJ,102.0
BR 7DJ  0248  BA,1.0
BR 9-AB-111D-RJS,382.0
BR 7CAM 0452DARN,0.0
BR 7MAG 0019  RN,0.0
BR 6BAS 0115  BA,19.0
BR 8MG  0322  BA,0.0
BR 7TQ  0062  BA,0.0
BR 9PEC 0037  SE,0.0
BR 7CL  0011  SE,0.0
BR 9PSG 0004  ES,0.0
BR 9-ENI-7-RJS,680.0
BR 8CP  1329  SE,0.0
BR 7-JUB-44-ESS,1355.0
BR 7ET  0305A RN,0.0
BR 7TG  0007  SE,0.0
BR 7CP  0403  SE,0.0
BR 7-MLS-51HP-RJS,937.0
BR 7RO  0099  SE,0.0
BR 7-FBE-66DP-BA,0.0
BR 7-SCR-51D-RN,0.0
BR 7DJ  0085  BA,0.0
BR 7ARG 0388  RN,0.0
BR 7CP  0327  SE,0.0
BR 9CP  0994  SE,0.0
BR 3AR  0016  BA,0.0
BR 3VM  0004  RJS,80.0
BR 7TQ  0019  BA,0.0
BR 7-CMN-2H-ESS,636.5
BR 7RO  0085  SE,0.0
BR 1BSU 0001  RN,0.0
BR 7AP  0212  RN,0.0
BR 7-ARG-557-RN,0.0
BR 7-CAM-1295-RN,0.0
BR 1LV  0002  RN,0.0
BR 7-BAL-66-RN,0.0
BR 7VR  0013  RN,0.0
BR 7BA  0041  BA,0.0
BR 7-MUI-23D-BA,0.0
BR 7-FZB-617-CE,0.0
BR 3LP  0005  ES,0.0
BR 7-FP-359-RN,0.0
BR 7-FZB-716-CE,0.0
BR 7FAV 0096  BA,0.0
BR 7-CP-1749D-SE,0.0
BR 1RJS 0538  RJ,2444.0
BR 4LP  0055  ES,0.0
BR 9-GLF-33D-ESS,1455.0
BR 7TQ  0124  BA,0.0
BR 7-ET-808-RN,0.0
BR 7LPX 0004  RN,0.0
BR 7DJ  0104  BA,0.0
BR 7PM  0038D RJS,108.0
BR 7FZB 0115  CE,0.0
BR 7-ET-984-RN,0.0
BR 7SZ  0245  SE,0.0
BR 7MJ  0053  BA,0.0
BR 7FP  0126  RN,0.0
BR 7ARG 0225  RN,0.0
BR 2ICAS0001  MA,2.0
BR 7-ARG-777-RN,0.0
BR 7-LOR-49-RN,0.0
BR 7-ET-1282D-RN,0.0
BR 7SZ  0016  SE,0.0
BR 7ET  0196  RN,0.0
BR 3MM  0002  BA,0.0
BR 7CP  1320D SE,0.0
BR 4-BRSA-446-ESS,1011.0
BR 3-REPF-13-SPS,158.0
BR 7-MG-41-SE,0.0
BR 7DJ  0276  BA,1.9
BR 1-BRSA-605-SE,0.0
BR 2GA  0001A RS,0.0
BR 7MG  0193  BA,0.0
BR 7LUC 0029H AM,0.0
BR 7MGN 0017  BA,0.0
BR 7REP 0039  RN,0.0
BR 7DJ  0180  BA,1.0
BR 7AP  0211  RN,0.0
BR 7FZB 0392  CE,0.0
BR 7FZB 0254  CE,0.0
BR 7-DJ-850H-BA,0.0
BR 9CP  0635  SE,0.0
BR 9CPRM0001  ESS,39.0
BR 7-FZB-660-CE,0.0
BR 9FZB 0320  CE,0.0
BR 1CPA 0001  BA,0.0
BR 7AR  0249  BA,0.0
BR 7-GC-6-RN,0.0
BR 7-LP-89-ES,0.0
BR 9CL  0010  SE,0.0
BR 8RO  0038  BA,0.0
BR 7ET  0748  RN,0.0
BR 7-FZB-770-CE,0.0
BR 8CP  0383  SE,0.0
BR 7ARG 0075  RN,0.0
BR 7-FSL-55-ES,0.0
BR 7CP  0573  SE,0.0
BR 7MG  0254  BA,0.0
BR 1-PERN-2-ESS,822.9
BR 7FZB 0512  CE,0.0
BR 8DJ  0644  BA,4.0
BR 8DJ  0758  BA,0.0
BR 7-ET-1386-RN,0.0
BR 4-BRSA-422-BA,0.0
BR 9RO  0201  SE,0.0
BR 7DJ  0517  BA,1.9
BR 7AG  0331A BA,0.0
BR 1GV  0001  AM,0.0
BR 1SCA 0001  RN,0.0
BR 7-CAM-1449-RN,0.0
BR 7MG  0279  BA,0.0
BR 7-PM-42DP-RJS,108.0
BR 9CL  0028  SE,0.0
BR 1APS 0021  AP,83.0
BR 3-BRSA-1123-RJS,542.0
BR 7TQ  0066  BA,0.0
BR 3RJS 0443  RJ,1407.0
BR 7-CAM-1427D-RN,0.0
BR 8RCB 0023  BA,0.0
BR 7FP  0215  RN,0.0
BR 9-BJ-21D-RJS,770.0
BR 1RNS 0071  RN,17.0
BR 7RPJ 0048  BA,0.0
BR 7AR  0082  BA,0.0
BR 7-CAM-941-RN,0.0
BR 7ARG 0248  RN,0.0
BR 9-MXL-1D-SPS,469.0
BR 1-OGX-29B-RJS,103.0
BR 7-CAM-809-RN,0.0
BR 7AR  0197  BA,0.0
BR 2SC  0002  MA,0.0
BR 9-MLS-44D-RJS,1140.0
BR 5FBM 0003  BA,0.0
BR 7CP  0320  SE,0.0
BR 7ARG 0412  RN,0.0
BR 3TR  0002  SE,0.0
BR 1AX  0001  AM,0.0
BR 4CX  0082  BA,0.0
BR 7FZB 0266  CE,0.0
BR 7CAM 0350  RN,0.0
BR 7-PIR-191D-AL,0.0
BR 7DJ  0399  BA,1.6
BR 7-AR-365D-BA,0.0
BR 1PAS 0013  PA,15.5
BR 7-SCR-74D-RN,0.0
BR 3RJS 0337  RJ,119.0
BR 7-ET-1214-RN,0.0
BR 7AG  0232  BA,0.0
BR 4FQ  0055  ES,0.0
BR 9-RO-138D-RJS,1717.0
BR 9-RO-108D-RJS,1639.0
BR 1SES 0020B SE,21.0
BR 7SZ  0067  SE,0.0
BR 9-MRL-143D-RJS,953.0
BR 1P   0006  BA,0.0
BR 7-SZ-481D-SE,0.0
BR 7CX  0046  BA,0.0
BR 7-ET-1145-RN,0.0
BR 7VM  0011D RJS,80.0
BR 7CAM 0317  RN,0.0
BR 1RJS 0089  RJ,117.0
BR 7AG  0332  BA,0.0
BR 7-CAM-876-RN,0.0
BR 1RJS 0043  RJ,100.0
BR 1FAF 0002  BA,0.0
